,id,P,A,speaker,gender,path,emotion,label
22,27,0.342678201,1.039214409,SER0034,female,../input/talser/SER0034/27.wav,activate,1
23,28,-2.11982873,1.239284821,SER005,male,../input/talser/SER005/28.wav,activate,4
24,29,-0.564561195,-0.261243265,SER0011,male,../input/talser/SER0011/29.wav,positive,3
25,30,-0.694166823,1.439355232,SER0014,female,../input/talser/SER0014/30.wav,activate,4
26,31,-0.305349939,-1.561700939,SER0025,male,../input/talser/SER0025/31.wav,positive,3
27,34,1.63873448,0.539038381,SER0023,female,../input/talser/SER0023/34.wav,activate,1
28,35,-1.212589335,0.639073587,SER0038,female,../input/talser/SER0038/35.wav,activate,4
29,37,-2.379039986,0.839143998,SER0033,male,../input/talser/SER0033/37.wav,activate,4
30,39,-1.342194963,0.539038381,SER0038,female,../input/talser/SER0038/39.wav,activate,4
31,41,-2.11982873,-0.561348882,SER004,male,../input/talser/SER004/41.wav,positive,3
32,42,1.897945736,-0.861454499,SER0017,female,../input/talser/SER0017/42.wav,neutral,2
33,43,-0.953378079,-0.161208059,SER0036,male,../input/talser/SER0036/43.wav,positive,3
34,44,0.213072573,0.739108792,SER0029,female,../input/talser/SER0029/44.wav,activate,1
35,46,1.379523224,-1.561700939,SER0035,male,../input/talser/SER0035/46.wav,neutral,2
36,47,-2.379039986,1.439355232,SER0030,female,../input/talser/SER0030/47.wav,activate,4
37,49,0.731495085,-1.661736145,SER0027,male,../input/talser/SER0027/49.wav,neutral,2
38,50,1.379523224,0.939179204,SER0019,female,../input/talser/SER0019/50.wav,activate,1
39,51,-1.342194963,0.439003175,SER0024,female,../input/talser/SER0024/51.wav,activate,4
40,52,-1.47180059,0.939179204,SER0016,male,../input/talser/SER0016/52.wav,activate,4
41,53,0.861100712,-2.26194738,SER0027,male,../input/talser/SER0027/53.wav,neutral,2
42,54,-1.731011846,-0.161208059,SER005,male,../input/talser/SER005/54.wav,positive,3
43,55,1.768340108,1.239284821,SER0020,male,../input/talser/SER0020/55.wav,activate,1
44,56,0.213072573,-3.262299437,SER0032,female,../input/talser/SER0032/56.wav,neutral,2
45,57,-3.156673754,1.539390438,SER0030,female,../input/talser/SER0030/57.wav,activate,4
46,58,0.601889457,-0.461313676,SER0026,male,../input/talser/SER0026/58.wav,neutral,2
47,60,0.342678201,0.839143998,SER0013,female,../input/talser/SER0013/60.wav,activate,1
48,61,1.63873448,-1.461665734,SER0017,female,../input/talser/SER0017/61.wav,neutral,2
49,62,1.249917596,-0.661384088,SER0040,male,../input/talser/SER0040/62.wav,neutral,2
50,63,0.601889457,-0.761419294,SER0024,female,../input/talser/SER0024/63.wav,neutral,2
51,65,1.120311968,1.139249615,SER0010,male,../input/talser/SER0010/65.wav,activate,1
52,66,0.472283829,0.839143998,SER0036,male,../input/talser/SER0036/66.wav,activate,1
53,67,-1.082983707,-0.161208059,SER0031,female,../input/talser/SER0031/67.wav,positive,3
54,68,0.213072573,1.339320027,SER006,female,../input/talser/SER006/68.wav,activate,1
55,69,-1.47180059,-2.061876968,SER0026,male,../input/talser/SER0026/69.wav,positive,3
56,70,-1.860617474,0.739108792,SER004,male,../input/talser/SER004/70.wav,activate,4
57,72,0.731495085,0.338967969,SER0012,female,../input/talser/SER0012/72.wav,activate,1
58,74,1.509128852,1.639425644,SER0012,female,../input/talser/SER0012/74.wav,activate,1
59,75,-3.156673754,1.439355232,SER0026,male,../input/talser/SER0026/75.wav,activate,4
60,77,-2.379039986,-0.661384088,SER0026,male,../input/talser/SER0026/77.wav,positive,3
61,78,0.472283829,-2.061876968,SER0021,female,../input/talser/SER0021/78.wav,neutral,2
62,79,0.601889457,0.639073587,SER003,female,../input/talser/SER003/79.wav,activate,1
63,83,-1.47180059,-2.26194738,SER0027,male,../input/talser/SER0027/83.wav,positive,3
64,85,-2.379039986,1.139249615,SER0030,female,../input/talser/SER0030/85.wav,activate,4
65,88,0.99070634,-0.361278471,SER0021,female,../input/talser/SER0021/88.wav,neutral,2
66,89,1.249917596,1.139249615,SER0019,female,../input/talser/SER0019/89.wav,activate,1
67,90,-0.823772451,0.338967969,SER0036,male,../input/talser/SER0036/90.wav,activate,4
68,91,1.768340108,0.939179204,SER0032,female,../input/talser/SER0032/91.wav,activate,1
69,92,-0.953378079,1.73946085,SER003,female,../input/talser/SER003/92.wav,activate,4
70,93,-0.046138683,-0.461313676,SER0019,female,../input/talser/SER0019/93.wav,positive,3
71,94,-1.601406218,1.139249615,SER0018,female,../input/talser/SER0018/94.wav,activate,4
72,97,-1.601406218,0.338967969,SER004,male,../input/talser/SER004/97.wav,activate,4
73,99,0.99070634,-1.661736145,SER001,male,../input/talser/SER001/99.wav,neutral,2
74,100,1.768340108,1.439355232,SER0019,female,../input/talser/SER0019/100.wav,activate,1
75,103,0.601889457,1.239284821,SER0016,male,../input/talser/SER0016/103.wav,activate,1
76,104,-0.694166823,1.039214409,SER0030,female,../input/talser/SER0030/104.wav,activate,4
77,107,-1.212589335,-0.261243265,SER004,male,../input/talser/SER004/107.wav,positive,3
78,108,-1.212589335,-0.161208059,SER0020,male,../input/talser/SER0020/108.wav,positive,3
79,109,-1.990223102,1.539390438,SER0036,female,../input/talser/SER0037/109.wav,activate,4
80,110,0.472283829,-0.261243265,SER0017,female,../input/talser/SER0017/110.wav,neutral,2
81,111,0.213072573,-1.461665734,SER0025,male,../input/talser/SER0025/111.wav,neutral,2
82,112,0.083466945,-0.561348882,SER0016,male,../input/talser/SER0016/112.wav,neutral,2
83,115,0.861100712,1.039214409,SER0019,female,../input/talser/SER0019/115.wav,activate,1
84,116,1.509128852,-0.861454499,SER0042,female,../input/talser/SER0042/116.wav,neutral,2
85,117,0.99070634,-0.461313676,SER0042,female,../input/talser/SER0042/117.wav,neutral,2
86,118,0.083466945,-1.561700939,SER0035,male,../input/talser/SER0035/118.wav,neutral,2
87,119,-2.897462498,1.139249615,SER0010,male,../input/talser/SER0010/119.wav,activate,4
88,120,0.731495085,1.239284821,SER0013,female,../input/talser/SER0013/120.wav,activate,1
89,123,1.63873448,-1.461665734,SER008,female,../input/talser/SER008/123.wav,neutral,2
90,124,0.213072573,-0.661384088,SER0023,female,../input/talser/SER0023/124.wav,neutral,2
91,125,-1.47180059,0.439003175,SER0026,male,../input/talser/SER0026/125.wav,activate,4
92,126,-0.305349939,-1.161560117,SER0027,male,../input/talser/SER0027/126.wav,positive,3
93,127,-1.990223102,0.338967969,SER0013,female,../input/talser/SER0013/127.wav,activate,4
94,128,0.861100712,-0.861454499,SER0017,female,../input/talser/SER0017/128.wav,neutral,2
95,129,0.342678201,-0.061172854,SER0017,female,../input/talser/SER0017/129.wav,neutral,2
96,130,-0.564561195,0.038862352,SER0036,male,../input/talser/SER0036/130.wav,activate,4
97,132,-0.046138683,-0.961489705,SER0027,male,../input/talser/SER0027/132.wav,positive,3
98,133,-1.990223102,1.539390438,SER0031,female,../input/talser/SER0031/133.wav,activate,4
99,134,0.472283829,0.439003175,SER007,male,../input/talser/SER007/134.wav,activate,1
100,135,-1.342194963,-0.261243265,SER0011,male,../input/talser/SER0011/135.wav,positive,3
101,136,0.861100712,-1.361630528,SER0011,male,../input/talser/SER0011/136.wav,neutral,2
102,137,-1.731011846,0.038862352,SER0036,female,../input/talser/SER0037/137.wav,activate,4
103,138,-0.046138683,-1.661736145,SER0027,male,../input/talser/SER0027/138.wav,positive,3
104,139,-2.508645614,-0.161208059,SER0033,male,../input/talser/SER0033/139.wav,positive,3
105,140,-0.953378079,0.338967969,SER0034,female,../input/talser/SER0034/140.wav,activate,4
106,141,-0.564561195,0.138897558,SER0019,female,../input/talser/SER0019/141.wav,activate,4
107,142,-1.860617474,0.038862352,SER0036,female,../input/talser/SER0037/142.wav,activate,4
108,146,-0.175744311,-1.761771351,SER0011,male,../input/talser/SER0011/146.wav,positive,3
109,147,0.601889457,-0.061172854,SER0021,female,../input/talser/SER0021/147.wav,neutral,2
110,150,-1.860617474,-0.561348882,SER0039,female,../input/talser/SER0039/150.wav,positive,3
111,151,-2.11982873,0.238932764,SER0015,male,../input/talser/SER0015/151.wav,activate,4
112,153,-3.156673754,1.039214409,SER0030,female,../input/talser/SER0030/153.wav,activate,4
113,154,-2.638251242,0.639073587,SER0028,male,../input/talser/SER0028/154.wav,activate,4
114,155,-1.860617474,1.039214409,SER003,female,../input/talser/SER003/155.wav,activate,4
115,156,-1.731011846,1.239284821,SER0025,male,../input/talser/SER0025/156.wav,activate,4
116,160,-1.731011846,1.139249615,SER0026,male,../input/talser/SER0026/160.wav,activate,4
117,161,-0.564561195,0.839143998,SER007,male,../input/talser/SER007/161.wav,activate,4
118,168,-0.953378079,0.138897558,SER0028,male,../input/talser/SER0028/168.wav,activate,4
119,169,-0.823772451,-0.761419294,SER0016,male,../input/talser/SER0016/169.wav,positive,3
120,170,-1.47180059,0.238932764,SER0014,female,../input/talser/SER0014/170.wav,activate,4
121,173,-1.082983707,0.539038381,SER0038,female,../input/talser/SER0038/173.wav,activate,4
122,174,-1.601406218,0.939179204,SER0010,male,../input/talser/SER0010/174.wav,activate,4
123,178,1.120311968,-1.161560117,SER0023,female,../input/talser/SER0023/178.wav,neutral,2
124,179,0.99070634,-0.161208059,SER0029,female,../input/talser/SER0029/179.wav,neutral,2
125,182,-2.638251242,0.138897558,SER005,male,../input/talser/SER005/182.wav,activate,4
126,183,-0.434955567,0.439003175,SER0040,male,../input/talser/SER0040/183.wav,activate,4
127,185,-1.860617474,0.839143998,SER0039,female,../input/talser/SER0039/185.wav,activate,4
128,186,0.083466945,-1.261595322,SER0015,male,../input/talser/SER0015/186.wav,neutral,2
129,190,-2.638251242,1.139249615,SER003,female,../input/talser/SER003/190.wav,activate,4
130,193,-1.860617474,1.339320027,SER0013,female,../input/talser/SER0013/193.wav,activate,4
131,196,-3.156673754,0.639073587,SER0033,male,../input/talser/SER0033/196.wav,activate,4
132,201,0.861100712,-0.661384088,SER0021,female,../input/talser/SER0021/201.wav,neutral,2
133,205,0.601889457,0.839143998,SER0019,female,../input/talser/SER0019/205.wav,activate,1
134,207,-0.046138683,-1.661736145,SER0038,female,../input/talser/SER0038/207.wav,positive,3
135,208,0.472283829,-1.861806557,SER001,male,../input/talser/SER001/208.wav,neutral,2
136,210,2.027551364,1.139249615,SER0019,female,../input/talser/SER0019/210.wav,activate,1
137,212,0.342678201,1.839496055,SER005,male,../input/talser/SER005/212.wav,activate,1
138,213,0.213072573,-1.361630528,SER0026,male,../input/talser/SER0026/213.wav,neutral,2
139,214,-2.249434358,1.239284821,SER0031,female,../input/talser/SER0031/214.wav,activate,4
140,215,0.601889457,0.639073587,SER0031,female,../input/talser/SER0031/215.wav,activate,1
141,216,1.509128852,-2.562052997,SER0023,female,../input/talser/SER0023/216.wav,neutral,2
142,217,-0.564561195,-2.061876968,SER0022,female,../input/talser/SER0022/217.wav,positive,3
143,219,-0.175744311,-0.861454499,SER0039,female,../input/talser/SER0039/219.wav,positive,3
144,221,0.601889457,-2.662088202,SER0020,male,../input/talser/SER0020/221.wav,neutral,2
145,222,0.99070634,1.039214409,SER005,male,../input/talser/SER005/222.wav,activate,1
146,223,-1.990223102,1.239284821,SER0030,female,../input/talser/SER0030/223.wav,activate,4
147,224,-0.046138683,-1.861806557,SER0011,male,../input/talser/SER0011/224.wav,positive,3
148,226,0.213072573,0.639073587,SER0013,female,../input/talser/SER0013/226.wav,activate,1
149,228,-1.860617474,0.739108792,SER0033,male,../input/talser/SER0033/228.wav,activate,4
150,229,0.083466945,-0.561348882,SER0040,male,../input/talser/SER0040/229.wav,neutral,2
151,230,-1.990223102,0.439003175,SER0011,male,../input/talser/SER0011/230.wav,activate,4
152,233,0.472283829,-2.662088202,SER0035,male,../input/talser/SER0035/233.wav,neutral,2
153,234,1.120311968,0.439003175,SER002,female,../input/talser/SER002/234.wav,activate,1
154,235,-2.249434358,0.639073587,SER0014,female,../input/talser/SER0014/235.wav,activate,4
155,237,-1.601406218,0.739108792,SER0011,male,../input/talser/SER0011/237.wav,activate,4
156,238,2.027551364,-1.061524911,SER008,female,../input/talser/SER008/238.wav,neutral,2
157,239,-0.564561195,1.239284821,SER0014,female,../input/talser/SER0014/239.wav,activate,4
158,240,1.897945736,-1.661736145,SER0035,male,../input/talser/SER0035/240.wav,neutral,2
159,241,-0.175744311,-0.061172854,SER0025,male,../input/talser/SER0025/241.wav,positive,3
160,243,1.120311968,-0.361278471,SER0022,female,../input/talser/SER0022/243.wav,neutral,2
161,245,-0.434955567,1.339320027,SER002,female,../input/talser/SER002/245.wav,activate,4
162,246,-1.082983707,-1.061524911,SER0028,male,../input/talser/SER0028/246.wav,positive,3
163,247,-0.305349939,0.739108792,SER009,female,../input/talser/SER009/247.wav,activate,4
164,251,-0.175744311,-2.26194738,SER0015,male,../input/talser/SER0015/251.wav,positive,3
165,252,-0.694166823,-1.561700939,SER004,male,../input/talser/SER004/252.wav,positive,3
166,253,-0.694166823,-0.161208059,SER0041,male,../input/talser/SER0041/253.wav,positive,3
167,254,-1.860617474,0.539038381,SER0033,male,../input/talser/SER0033/254.wav,activate,4
168,256,-1.860617474,1.139249615,SER0010,male,../input/talser/SER0010/256.wav,activate,4
169,257,0.213072573,0.739108792,SER0031,female,../input/talser/SER0031/257.wav,activate,1
170,258,0.731495085,0.439003175,SER007,male,../input/talser/SER007/258.wav,activate,1
171,259,0.601889457,-2.061876968,SER0016,male,../input/talser/SER0016/259.wav,neutral,2
172,260,0.99070634,-3.362334643,SER0023,female,../input/talser/SER0023/260.wav,neutral,2
173,263,1.379523224,-0.261243265,SER0018,female,../input/talser/SER0018/263.wav,neutral,2
174,264,-2.379039986,1.639425644,SER0010,male,../input/talser/SER0010/264.wav,activate,4
175,265,1.379523224,-1.361630528,SER0032,female,../input/talser/SER0032/265.wav,neutral,2
176,266,0.083466945,0.539038381,SER005,male,../input/talser/SER005/266.wav,activate,1
177,267,0.342678201,0.038862352,SER0036,male,../input/talser/SER0036/267.wav,activate,1
178,268,-0.823772451,1.039214409,SER0013,female,../input/talser/SER0013/268.wav,activate,4
179,269,-0.434955567,0.939179204,SER0019,female,../input/talser/SER0019/269.wav,activate,4
180,270,-0.046138683,-0.361278471,SER004,male,../input/talser/SER004/270.wav,positive,3
181,271,0.342678201,0.238932764,SER0034,female,../input/talser/SER0034/271.wav,activate,1
182,272,-0.564561195,-0.761419294,SER0015,male,../input/talser/SER0015/272.wav,positive,3
183,274,1.249917596,-1.061524911,SER0027,male,../input/talser/SER0027/274.wav,neutral,2
184,275,1.249917596,-1.361630528,SER0042,female,../input/talser/SER0042/275.wav,neutral,2
185,276,-0.564561195,-1.261595322,SER004,male,../input/talser/SER004/276.wav,positive,3
186,277,-1.342194963,-1.161560117,SER0038,female,../input/talser/SER0038/277.wav,positive,3
187,280,0.083466945,-2.462017791,SER001,male,../input/talser/SER001/280.wav,neutral,2
188,281,0.083466945,-1.161560117,SER006,female,../input/talser/SER006/281.wav,neutral,2
189,282,-1.601406218,-0.261243265,SER0036,male,../input/talser/SER0036/282.wav,positive,3
190,283,0.083466945,0.539038381,SER0026,male,../input/talser/SER0026/283.wav,activate,1
191,284,0.731495085,-1.361630528,SER0041,male,../input/talser/SER0041/284.wav,neutral,2
192,286,1.509128852,-1.961841762,SER0042,female,../input/talser/SER0042/286.wav,neutral,2
193,287,0.861100712,1.239284821,SER0036,female,../input/talser/SER0037/287.wav,activate,1
194,289,0.731495085,0.238932764,SER007,male,../input/talser/SER007/289.wav,activate,1
195,292,-0.823772451,-1.661736145,SER0025,male,../input/talser/SER0025/292.wav,positive,3
196,293,0.342678201,1.239284821,SER005,male,../input/talser/SER005/293.wav,activate,1
197,297,-3.41588501,1.839496055,SER0010,male,../input/talser/SER0010/297.wav,activate,4
198,300,-1.342194963,0.439003175,SER006,female,../input/talser/SER006/300.wav,activate,4
199,302,0.342678201,1.139249615,SER003,female,../input/talser/SER003/302.wav,activate,1
200,303,-0.953378079,-0.661384088,SER0039,female,../input/talser/SER0039/303.wav,positive,3
201,304,-1.601406218,0.739108792,SER0030,female,../input/talser/SER0030/304.wav,activate,4
202,305,0.601889457,-1.761771351,SER0025,male,../input/talser/SER0025/305.wav,neutral,2
203,306,0.342678201,0.439003175,SER0012,female,../input/talser/SER0012/306.wav,activate,1
204,308,1.120311968,0.639073587,SER0029,female,../input/talser/SER0029/308.wav,activate,1
205,309,1.120311968,0.639073587,SER0018,female,../input/talser/SER0018/309.wav,activate,1
206,311,1.120311968,-0.761419294,SER0023,female,../input/talser/SER0023/311.wav,neutral,2
207,313,-1.731011846,0.939179204,SER0026,male,../input/talser/SER0026/313.wav,activate,4
208,314,0.601889457,-1.661736145,SER0022,female,../input/talser/SER0022/314.wav,neutral,2
209,315,1.897945736,-1.961841762,SER0042,female,../input/talser/SER0042/315.wav,neutral,2
210,316,-0.564561195,-1.061524911,SER009,female,../input/talser/SER009/316.wav,positive,3
211,317,1.63873448,0.238932764,SER0018,female,../input/talser/SER0018/317.wav,activate,1
212,318,1.509128852,-0.861454499,SER0040,male,../input/talser/SER0040/318.wav,neutral,2
213,319,1.768340108,0.939179204,SER0019,female,../input/talser/SER0019/319.wav,activate,1
214,321,-1.082983707,1.039214409,SER0039,female,../input/talser/SER0039/321.wav,activate,4
215,322,-0.046138683,0.939179204,SER0039,female,../input/talser/SER0039/322.wav,activate,4
216,323,-0.953378079,1.139249615,SER0030,female,../input/talser/SER0030/323.wav,activate,4
217,324,1.120311968,-2.061876968,SER0020,male,../input/talser/SER0020/324.wav,neutral,2
218,326,2.027551364,-0.961489705,SER0017,female,../input/talser/SER0017/326.wav,neutral,2
219,327,0.731495085,-1.761771351,SER0022,female,../input/talser/SER0022/327.wav,neutral,2
220,328,0.601889457,0.639073587,SER0038,female,../input/talser/SER0038/328.wav,activate,1
221,329,0.731495085,0.539038381,SER009,female,../input/talser/SER009/329.wav,activate,1
222,330,1.120311968,0.839143998,SER0034,female,../input/talser/SER0034/330.wav,activate,1
223,331,0.601889457,-0.161208059,SER0014,female,../input/talser/SER0014/331.wav,neutral,2
224,333,0.731495085,0.739108792,SER0012,female,../input/talser/SER0012/333.wav,activate,1
225,335,0.99070634,0.839143998,SER006,female,../input/talser/SER006/335.wav,activate,1
226,336,-0.823772451,-1.161560117,SER0028,male,../input/talser/SER0028/336.wav,positive,3
227,338,-3.41588501,1.439355232,SER003,female,../input/talser/SER003/338.wav,activate,4
228,339,-1.212589335,0.739108792,SER006,female,../input/talser/SER006/339.wav,activate,4
229,341,1.249917596,-0.561348882,SER006,female,../input/talser/SER006/341.wav,neutral,2
230,343,0.731495085,0.939179204,SER0029,female,../input/talser/SER0029/343.wav,activate,1
231,344,-0.305349939,-1.961841762,SER0025,male,../input/talser/SER0025/344.wav,positive,3
232,345,1.120311968,-1.261595322,SER0042,female,../input/talser/SER0042/345.wav,neutral,2
233,347,-0.823772451,-2.762123408,SER004,male,../input/talser/SER004/347.wav,positive,3
234,351,-0.694166823,0.939179204,SER0032,female,../input/talser/SER0032/351.wav,activate,4
235,352,-0.046138683,-2.662088202,SER0025,male,../input/talser/SER0025/352.wav,positive,3
236,353,0.731495085,1.239284821,SER0032,female,../input/talser/SER0032/353.wav,activate,1
237,354,-0.434955567,0.439003175,SER0024,female,../input/talser/SER0024/354.wav,activate,4
238,356,-0.046138683,0.038862352,SER0038,female,../input/talser/SER0038/356.wav,activate,4
239,357,1.120311968,0.539038381,SER0014,female,../input/talser/SER0014/357.wav,activate,1
240,358,0.731495085,-0.361278471,SER0038,female,../input/talser/SER0038/358.wav,neutral,2
241,359,-0.175744311,1.339320027,SER0012,female,../input/talser/SER0012/359.wav,activate,4
242,360,1.63873448,-0.561348882,SER008,female,../input/talser/SER008/360.wav,neutral,2
243,361,-1.601406218,0.939179204,SER0036,male,../input/talser/SER0036/361.wav,activate,4
244,362,1.120311968,-0.161208059,SER0029,female,../input/talser/SER0029/362.wav,neutral,2
245,365,1.509128852,-1.561700939,SER008,female,../input/talser/SER008/365.wav,neutral,2
246,371,-2.76785687,0.839143998,SER0024,female,../input/talser/SER0024/371.wav,activate,4
247,373,-1.860617474,0.539038381,SER0033,male,../input/talser/SER0033/373.wav,activate,4
248,374,-3.027068126,1.339320027,SER0015,male,../input/talser/SER0015/374.wav,activate,4
249,375,0.861100712,-0.461313676,SER0025,male,../input/talser/SER0025/375.wav,neutral,2
250,376,1.249917596,1.139249615,SER0013,female,../input/talser/SER0013/376.wav,activate,1
251,377,1.249917596,-2.061876968,SER0023,female,../input/talser/SER0023/377.wav,neutral,2
252,378,1.120311968,-1.661736145,SER0035,male,../input/talser/SER0035/378.wav,neutral,2
253,379,-0.694166823,0.338967969,SER0038,female,../input/talser/SER0038/379.wav,activate,4
254,380,-0.305349939,0.739108792,SER0029,female,../input/talser/SER0029/380.wav,activate,4
255,381,-2.249434358,1.339320027,SER0036,female,../input/talser/SER0037/381.wav,activate,4
256,382,-2.11982873,1.039214409,SER0010,male,../input/talser/SER0010/382.wav,activate,4
257,383,-1.212589335,-1.061524911,SER0021,female,../input/talser/SER0021/383.wav,positive,3
258,384,0.342678201,-0.461313676,SER0018,female,../input/talser/SER0018/384.wav,neutral,2
259,385,-1.47180059,1.139249615,SER0015,male,../input/talser/SER0015/385.wav,activate,4
260,387,-0.823772451,1.139249615,SER0041,male,../input/talser/SER0041/387.wav,activate,4
261,388,0.99070634,-2.061876968,SER0035,male,../input/talser/SER0035/388.wav,neutral,2
262,389,-3.41588501,1.339320027,SER0010,male,../input/talser/SER0010/389.wav,activate,4
263,391,-1.342194963,-0.261243265,SER0011,male,../input/talser/SER0011/391.wav,positive,3
264,392,0.601889457,-0.861454499,SER0014,female,../input/talser/SER0014/392.wav,neutral,2
265,393,0.342678201,-0.461313676,SER006,female,../input/talser/SER006/393.wav,neutral,2
266,395,-0.434955567,0.639073587,SER006,female,../input/talser/SER006/395.wav,activate,4
267,398,0.342678201,-1.361630528,SER0020,male,../input/talser/SER0020/398.wav,neutral,2
268,399,-1.212589335,-2.462017791,SER0027,male,../input/talser/SER0027/399.wav,positive,3
269,401,1.509128852,0.839143998,SER0023,female,../input/talser/SER0023/401.wav,activate,1
270,402,-0.953378079,1.339320027,SER0030,female,../input/talser/SER0030/402.wav,activate,4
271,407,-0.175744311,0.238932764,SER0024,female,../input/talser/SER0024/407.wav,activate,4
272,409,1.63873448,-2.862158614,SER0017,female,../input/talser/SER0017/409.wav,neutral,2
273,410,-2.379039986,1.639425644,SER0030,female,../input/talser/SER0030/410.wav,activate,4
274,411,0.472283829,0.038862352,SER0021,female,../input/talser/SER0021/411.wav,activate,1
275,412,0.861100712,0.038862352,SER0025,male,../input/talser/SER0025/412.wav,activate,1
276,415,0.472283829,1.139249615,SER0017,female,../input/talser/SER0017/415.wav,activate,1
277,416,1.379523224,-0.861454499,SER0016,male,../input/talser/SER0016/416.wav,neutral,2
278,417,-1.47180059,1.339320027,SER0011,male,../input/talser/SER0011/417.wav,activate,4
279,419,0.861100712,-0.061172854,SER0018,female,../input/talser/SER0018/419.wav,neutral,2
280,420,-0.564561195,1.639425644,SER0034,female,../input/talser/SER0034/420.wav,activate,4
281,424,0.861100712,-1.561700939,SER008,female,../input/talser/SER008/424.wav,neutral,2
282,427,0.601889457,0.138897558,SER0012,female,../input/talser/SER0012/427.wav,activate,1
283,428,0.601889457,-0.061172854,SER0034,female,../input/talser/SER0034/428.wav,neutral,2
284,429,-0.305349939,1.139249615,SER003,female,../input/talser/SER003/429.wav,activate,4
285,430,-1.47180059,1.139249615,SER0033,male,../input/talser/SER0033/430.wav,activate,4
286,431,-1.47180059,1.239284821,SER0030,female,../input/talser/SER0030/431.wav,activate,4
287,434,1.63873448,-0.461313676,SER0016,male,../input/talser/SER0016/434.wav,neutral,2
288,435,-2.76785687,1.339320027,SER0010,male,../input/talser/SER0010/435.wav,activate,4
289,436,-0.953378079,1.039214409,SER009,female,../input/talser/SER009/436.wav,activate,4
290,437,-3.027068126,1.639425644,SER0033,male,../input/talser/SER0033/437.wav,activate,4
291,438,1.509128852,-2.061876968,SER0023,female,../input/talser/SER0023/438.wav,neutral,2
292,439,0.342678201,1.039214409,SER009,female,../input/talser/SER009/439.wav,activate,1
293,441,0.861100712,-1.361630528,SER0039,female,../input/talser/SER0039/441.wav,neutral,2
294,442,-1.47180059,1.639425644,SER0010,male,../input/talser/SER0010/442.wav,activate,4
295,443,0.472283829,-0.061172854,SER005,male,../input/talser/SER005/443.wav,neutral,2
296,444,-2.379039986,1.039214409,SER0031,female,../input/talser/SER0031/444.wav,activate,4
297,445,-0.953378079,0.839143998,SER0021,female,../input/talser/SER0021/445.wav,activate,4
298,447,-3.027068126,1.439355232,SER0010,male,../input/talser/SER0010/447.wav,activate,4
299,449,-1.342194963,1.73946085,SER0014,female,../input/talser/SER0014/449.wav,activate,4
300,451,0.861100712,-0.361278471,SER0028,male,../input/talser/SER0028/451.wav,neutral,2
301,452,-2.249434358,1.139249615,SER0033,male,../input/talser/SER0033/452.wav,activate,4
302,453,0.083466945,-0.561348882,SER006,female,../input/talser/SER006/453.wav,neutral,2
303,454,0.99070634,-0.261243265,SER0020,male,../input/talser/SER0020/454.wav,neutral,2
304,455,1.120311968,0.539038381,SER002,female,../input/talser/SER002/455.wav,activate,1
305,456,-1.860617474,0.839143998,SER004,male,../input/talser/SER004/456.wav,activate,4
306,457,-1.731011846,0.539038381,SER004,male,../input/talser/SER004/457.wav,activate,4
307,458,-0.953378079,1.139249615,SER006,female,../input/talser/SER006/458.wav,activate,4
308,459,-0.564561195,0.939179204,SER006,female,../input/talser/SER006/459.wav,activate,4
309,460,1.120311968,-2.161912174,SER0016,male,../input/talser/SER0016/460.wav,neutral,2
310,462,0.99070634,1.039214409,SER0034,female,../input/talser/SER0034/462.wav,activate,1
